date,open,high,low,close,volume,dividends,stock_splits
2026-08-27 00:00:00+08:00,2422.8680587072095,2427.853383930887,2402.9267578125,2402.9267578125,16247745,0.0,0.0
2026-08-28 00:00:00+08:00,2432.838516109246,2437.8238409373384,2402.9265671406897,2412.897216796875,13601211,0.0,0.0
2026-08-31 00:00:00+08:00,2387.970755912162,2397.94140625,2368.0294552364862,2397.94140625,27171787,0.0,0.0
2026-09-01 00:00:00+08:00,2387.97069762183,2432.838623046875,2382.985372574603,2432.838623046875,17216484,0.0,0.0
2026-09-02 00:00:00+08:00,2407.9119496855346,2412.8972746331237,2378.0,2378.0,19825721,0.0,0.0
2026-09-03 00:00:00+08:00,2378.000026559231,2392.9560015690377,2373.0147015559623,2382.9853515625,12602565,0.0,0.0
2026-09-04 00:00:00+08:00,2407.9120830361776,2407.9120830361776,2382.9854569177905,2402.9267578125,13232996,0.0,0.0
2026-09-07 00:00:00+08:00,2427.8534029828825,2452.780029296875,2422.868077720084,2452.780029296875,22426044,0.0,0.0
2026-09-08 00:00:00+08:00,2457.7651634061867,2497.647762406693,2452.7798385311235,2462.75048828125,25823278,0.0,0.0
2026-09-09 00:00:00+08:00,2472.7211111815413,2482.6917608234025,2452.7798118978194,2457.76513671875,15619432,0.0,0.0
2026-09-10 00:00:00+08:00,2437.8240010164222,2447.7946513273278,2427.8533507055167,2442.809326171875,17578157,0.0,0.0
2026-09-11 00:00:00+08:00,2422.8680587072095,2422.8680587072095,2397.941432588823,2402.9267578125,18149016,0.0,0.0
2026-09-14 00:00:00+08:00,2377.999973329175,2387.970623112526,2373.0146484375,2373.0146484375,18265116,0.0,0.0
2026-09-15 00:00:00+08:00,2397.9412997903564,2397.9412997903564,2373.014675052411,2378.0,13515970,0.0,0.0
2026-09-16 00:00:00+08:00,2375.0,2395.0,2375.0,2380.0,17989104,7.000001,0.0
2026-09-17 00:00:00+08:00,2405.0,2445.0,2400.0,2425.0,16009127,0.0,0.0
2026-09-18 00:00:00+08:00,2460.0,2460.0,2435.0,2460.0,35352856,0.0,0.0
2026-09-21 00:00:00+08:00,2445.0,2485.0,2445.0,2480.0,14553960,0.0,0.0
2026-09-22 00:00:00+08:00,2505.0,2510.0,2460.0,2460.0,18940740,0.0,0.0
2026-09-23 00:00:00+08:00,2475.0,2505.0,2475.0,2500.0,20406553,0.0,0.0
2026-09-24 00:00:00+08:00,2480.0,2490.0,2470.0,2475.0,13043734,0.0,0.0
